Age,Education Level,Job Title,Years of Experience,Salary
51,High School,Software Engineer,19,62957
21,Bachelor's,Sales Representative,0,37567
27,PhD,Data Analyst,3,91889
30,PhD,Software Engineer,2,96775
38,Master's,Data Analyst,12,91070
45,Bachelor's,Manager,15,88792
59,High School,Manager,26,79633
26,Master's,Software Engineer,0,85804
57,Master's,Manager,19,118969
36,Master's,Sales Representative,8,59095
45,Bachelor's,Sales Representative,15,47201
45,Master's,Sales Representative,15,54784
31,High School,Data Analyst,7,37444
25,PhD,Software Engineer,1,100111
36,High School,Software Engineer,8,61240
32,Master's,Sales Representative,8,51204
57,High School,Data Analyst,20,49610
32,Master's,Data Analyst,9,86139
37,Bachelor's,Sales Representative,12,54574
35,Bachelor's,Sales Representative,8,41768
56,Master's,Software Engineer,18,110900
30,Master's,Data Analyst,4,93598
38,Master's,Sales Representative,10,59340
41,Bachelor's,Software Engineer,10,77920
51,PhD,Sales Representative,17,70117
25,Bachelor's,Data Analyst,2,53995
57,High School,Sales Representative,17,48616
54,High School,Software Engineer,20,65088
29,Master's,Data Analyst,1,94643
26,High School,Software Engineer,2,50057
44,Master's,Data Analyst,17,92227
39,Bachelor's,Manager,10,95562
31,High School,Data Analyst,6,40885
48,Bachelor's,Data Analyst,17,65050
44,PhD,Manager,13,135747
41,Bachelor's,Manager,9,94556
23,Bachelor's,Manager,5,84677
50,Master's,Sales Representative,15,66539
38,PhD,Manager,13,138805
57,Bachelor's,Software Engineer,19,88508
53,Bachelor's,Data Analyst,21,60478
48,High School,Manager,17,59185
49,PhD,Sales Representative,20,75571
24,PhD,Data Analyst,5,82900
44,Bachelor's,Data Analyst,16,85336
28,High School,Manager,4,62909
46,High School,Sales Representative,17,49470
59,High School,Software Engineer,21,55055
33,PhD,Sales Representative,7,69972
29,High School,Sales Representative,8,39452
41,PhD,Data Analyst,14,99661
22,Bachelor's,Software Engineer,2,83911
42,High School,Sales Representative,13,40146
45,PhD,Manager,15,109423
43,Bachelor's,Software Engineer,15,70631
54,PhD,Software Engineer,20,134604
36,PhD,Software Engineer,10,111231
39,Bachelor's,Software Engineer,10,86936
34,High School,Manager,10,74582
37,Master's,Software Engineer,11,111955
36,PhD,Manager,8,106818
25,Bachelor's,Data Analyst,0,57372
52,Bachelor's,Sales Representative,19,55334
52,PhD,Manager,20,137068
60,Master's,Sales Representative,22,64515
42,PhD,Data Analyst,11,115843
32,Bachelor's,Software Engineer,4,91529
30,High School,Manager,4,64706
53,High School,Sales Representative,14,42444
37,High School,Software Engineer,8,49937
33,PhD,Data Analyst,15,100748
21,PhD,Sales Representative,0,58414
30,High School,Manager,6,49851
56,PhD,Manager,23,129833
52,Master's,Software Engineer,20,108554
59,Bachelor's,Sales Representative,20,45888
22,Bachelor's,Sales Representative,1,42927
25,Bachelor's,Sales Representative,4,43051
29,Master's,Sales Representative,4,54505
34,PhD,Manager,8,109454
60,Bachelor's,Manager,26,86972
27,Bachelor's,Sales Representative,2,48143
43,Bachelor's,Manager,13,96384
31,Bachelor's,Sales Representative,6,38210
42,High School,Manager,12,56245
41,High School,Sales Representative,9,41778
36,High School,Manager,8,68080
53,High School,Software Engineer,20,68760
23,Bachelor's,Manager,0,83187
43,Bachelor's,Data Analyst,7,62199
44,Bachelor's,Manager,14,77407
42,Master's,Data Analyst,12,94533
24,PhD,Software Engineer,0,122974
21,High School,Sales Representative,3,40184
53,High School,Manager,19,73213
32,PhD,Software Engineer,5,121380
29,High School,Data Analyst,7,49757
31,High School,Software Engineer,8,46081
46,Bachelor's,Sales Representative,15,50333
49,Bachelor's,Manager,17,79337
26,High School,Software Engineer,4,55995
34,High School,Manager,4,53831
38,Bachelor's,Sales Representative,13,55817
42,High School,Data Analyst,16,50584
27,Bachelor's,Software Engineer,2,69827
39,Master's,Data Analyst,7,105482
59,Master's,Manager,21,118312
23,Bachelor's,Manager,2,93185
55,PhD,Manager,17,131767
45,Master's,Software Engineer,13,101392
33,Master's,Sales Representative,9,58603
41,PhD,Data Analyst,12,104793
50,PhD,Software Engineer,18,111243
45,High School,Data Analyst,11,47490
44,Master's,Software Engineer,14,98333
52,PhD,Data Analyst,21,99940
31,Bachelor's,Manager,2,85613
45,Bachelor's,Data Analyst,11,60008
39,PhD,Manager,10,118892
23,PhD,Sales Representative,1,54134
36,PhD,Data Analyst,10,90394
52,Master's,Manager,23,105599
24,High School,Manager,6,52127
50,PhD,Manager,17,125093
47,Master's,Data Analyst,18,99848
21,Bachelor's,Sales Representative,3,35242
39,High School,Manager,8,56784
48,PhD,Software Engineer,18,137786
34,Master's,Sales Representative,8,57266
34,Master's,Manager,9,107130
60,Master's,Sales Representative,23,64542
55,Master's,Software Engineer,21,106400
58,Bachelor's,Software Engineer,24,86003
34,Bachelor's,Data Analyst,6,84630
32,Bachelor's,Data Analyst,8,67596
29,Master's,Data Analyst,1,86909
57,Bachelor's,Software Engineer,22,90975
41,PhD,Data Analyst,12,90302
42,Bachelor's,Data Analyst,15,71113
42,PhD,Sales Representative,13,52956
49,High School,Software Engineer,18,62663
29,Master's,Data Analyst,8,98819
46,Master's,Manager,15,114275
25,Master's,Sales Representative,2,51575
54,High School,Manager,20,72707
51,High School,Data Analyst,21,61373
57,PhD,Data Analyst,23,95091
40,High School,Manager,11,52580
55,PhD,Software Engineer,17,93285
30,High School,Sales Representative,3,33808
57,Bachelor's,Software Engineer,25,72706
28,PhD,Software Engineer,2,128110
42,PhD,Manager,17,128657
41,High School,Data Analyst,15,54904
60,High School,Manager,23,79438
48,High School,Manager,18,71670
30,High School,Data Analyst,6,48680
54,High School,Manager,20,61118
43,Bachelor's,Software Engineer,14,72523
49,Master's,Manager,18,121386
27,Master's,Software Engineer,2,108649
58,Master's,Sales Representative,23,69102
33,High School,Sales Representative,5,46886
37,PhD,Manager,7,123824
51,Bachelor's,Manager,17,93134
52,Master's,Software Engineer,20,95354
43,Master's,Sales Representative,12,63198
52,High School,Software Engineer,19,50987
55,Master's,Data Analyst,24,86705
32,Bachelor's,Software Engineer,6,64764
58,High School,Manager,25,63333
48,High School,Software Engineer,18,68011
57,PhD,Manager,20,113372
44,Bachelor's,Sales Representative,16,46424
40,PhD,Software Engineer,12,96465
33,Master's,Manager,6,122413
49,Master's,Data Analyst,19,85205
57,PhD,Sales Representative,20,75569
51,High School,Data Analyst,21,57850
27,High School,Sales Representative,1,36773
44,PhD,Manager,12,113201
29,High School,Software Engineer,2,59316
29,High School,Data Analyst,7,45538
52,High School,Software Engineer,21,64686
21,High School,Manager,0,59255
48,Master's,Software Engineer,16,96305
46,PhD,Manager,12,105446
55,PhD,Data Analyst,22,119229
48,Master's,Software Engineer,15,94244
51,Bachelor's,Sales Representative,16,58822
29,PhD,Sales Representative,8,72532
44,Master's,Software Engineer,14,90192
55,Master's,Data Analyst,18,111550
53,High School,Software Engineer,21,57987
46,High School,Data Analyst,11,43976
56,PhD,Software Engineer,20,102120
38,PhD,Manager,10,126589
38,PhD,Data Analyst,10,104992
39,PhD,Software Engineer,11,103102
34,Master's,Manager,5,119464
35,High School,Manager,9,55168
36,High School,Sales Representative,11,33350
21,High School,Software Engineer,2,57545
39,PhD,Software Engineer,10,111233
57,PhD,Data Analyst,23,101580
45,Master's,Data Analyst,16,91899
22,PhD,Software Engineer,4,118992
24,Master's,Software Engineer,2,91488
22,Bachelor's,Manager,3,86393
58,PhD,Data Analyst,20,111987
37,PhD,Manager,10,134544
58,Master's,Manager,24,111085
27,High School,Software Engineer,3,43303
21,PhD,Manager,0,119928
52,High School,Sales Representative,19,43145
51,Bachelor's,Software Engineer,19,96342
53,High School,Data Analyst,18,50645
60,Master's,Manager,23,119027
40,Bachelor's,Data Analyst,10,61053
33,High School,Data Analyst,8,52997
31,PhD,Data Analyst,8,109992
37,Bachelor's,Data Analyst,9,59703
23,Bachelor's,Data Analyst,2,68041
53,Master's,Sales Representative,20,64921
54,Master's,Manager,20,120711
26,Bachelor's,Manager,3,88352
35,Bachelor's,Data Analyst,8,79050
24,Bachelor's,Sales Representative,1,38065
51,Master's,Software Engineer,16,113406
21,Master's,Manager,0,111982
35,Bachelor's,Software Engineer,10,63755
29,PhD,Data Analyst,2,93985
31,Bachelor's,Sales Representative,4,36183
51,Master's,Data Analyst,17,93945
45,Bachelor's,Data Analyst,15,74645
42,High School,Data Analyst,10,43318
53,PhD,Software Engineer,20,137014
29,PhD,Software Engineer,4,96987
42,Bachelor's,Manager,10,87198
24,Master's,Software Engineer,0,89675
58,High School,Sales Representative,23,47032
21,Master's,Manager,0,91958
47,Master's,Manager,15,100394
35,PhD,Software Engineer,7,120429
49,Master's,Manager,19,101716
56,Bachelor's,Manager,21,94802
55,Master's,Manager,19,112481
50,High School,Data Analyst,19,59970
51,Bachelor's,Sales Representative,23,56579
55,High School,Data Analyst,17,50622
48,Bachelor's,Sales Representative,18,47206
52,High School,Software Engineer,20,55788
53,Bachelor's,Software Engineer,17,94222
49,Bachelor's,Data Analyst,17,74648
48,High School,Software Engineer,15,53427
40,High School,Sales Representative,9,31402
56,PhD,Software Engineer,21,103597
49,Master's,Manager,17,126059
22,Master's,Software Engineer,0,97677
32,Master's,Software Engineer,7,99812
23,Bachelor's,Manager,2,82345
48,Master's,Software Engineer,15,112169
52,High School,Software Engineer,17,60399
39,PhD,Manager,8,112083
43,Master's,Data Analyst,15,84820
36,High School,Sales Representative,12,36055
55,Bachelor's,Sales Representative,19,61239
32,High School,Sales Representative,8,35817
56,Master's,Data Analyst,21,91154
46,PhD,Manager,18,132097
56,Master's,Data Analyst,24,99171
27,High School,Manager,3,67829
30,PhD,Software Engineer,3,105238
31,Master's,Sales Representative,5,53932
26,PhD,Sales Representative,3,69962
41,PhD,Manager,11,131687
26,Bachelor's,Sales Representative,4,44087
60,Master's,Software Engineer,23,115115
56,PhD,Data Analyst,24,117072
54,High School,Sales Representative,21,45125
34,Bachelor's,Manager,6,72312
27,PhD,Data Analyst,0,99290
25,Master's,Software Engineer,2,77452
47,High School,Sales Representative,17,41599
